song_name,file_name,relative_path,audio_path,status,error,original_duration_seconds,inference_duration_seconds,audio_was_looped,windows_used,window_seconds,main_label,main_genre_id,main_genre_name,main_score,main_confidence_level,main_threshold_vote_count,main_top1_window_vote_count,main_top3_window_vote_count,low_confidence,top1_labels,top1_genres,top1_scores,top3_labels,top3_genres,top3_scores,top5_labels,top5_genres,top5_scores,stable_predicted_labels,stable_predicted_genres,seconds
Experimental__pcr089EmilDavydov-Sketches__Sketch_No.3,Experimental__pcr089EmilDavydov-Sketches__Sketch_No.3.mp3,Experimental/Experimental__pcr089EmilDavydov-Sketches__Sketch_No.3.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__pcr089EmilDavydov-Sketches__Sketch_No.3.mp3,ok,,178.34,178.34,False,8,15,genre_12,12,Rock,0.4398421049118042,Low-to-moderate,8,3,8,True,genre_12,Rock,0.439842,genre_12|genre_38|genre_17,Rock|Experimental|Folk,0.439842|0.408985|0.229009,genre_12|genre_38|genre_17|genre_15|genre_1235,Rock|Experimental|Folk|Electronic|Instrumental,0.439842|0.408985|0.229009|0.212955|0.166467,genre_12|genre_38|genre_17|genre_15,Rock|Experimental|Folk|Electronic,1.0784392356872559
Experimental__PoodleplayArkestra-TheoryOfColour__Theory_Of_Colour,Experimental__PoodleplayArkestra-TheoryOfColour__Theory_Of_Colour.mp3,Experimental/Experimental__PoodleplayArkestra-TheoryOfColour__Theory_Of_Colour.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__PoodleplayArkestra-TheoryOfColour__Theory_Of_Colour.mp3,ok,,227.53,227.53,False,8,15,genre_38,38,Experimental,0.4940698444843292,Low-to-moderate,8,8,8,True,genre_38,Experimental,0.494070,genre_38|genre_17|genre_1235,Experimental|Folk|Instrumental,0.494070|0.274801|0.261402,genre_38|genre_17|genre_1235|genre_12|genre_15,Experimental|Folk|Instrumental|Rock|Electronic,0.494070|0.274801|0.261402|0.203292|0.202184,genre_38|genre_17|genre_1235|genre_12|genre_15,Experimental|Folk|Instrumental|Rock|Electronic,1.3831639289855957
Experimental__ca446_opa__04_-_Russian_State_Museum_s_Lottery,Experimental__ca446_opa__04_-_Russian_State_Museum_s_Lottery.mp3,Experimental/Experimental__ca446_opa__04_-_Russian_State_Museum_s_Lottery.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__ca446_opa__04_-_Russian_State_Museum_s_Lottery.mp3,ok,,334.59,334.59,False,8,15,genre_12,12,Rock,0.4106154143810272,Low-to-moderate,8,5,8,True,genre_12,Rock,0.410615,genre_12|genre_38|genre_15,Rock|Experimental|Electronic,0.410615|0.350145|0.225230,genre_12|genre_38|genre_15|genre_10|genre_25,Rock|Experimental|Electronic|Pop|Punk,0.410615|0.350145|0.225230|0.193329|0.150804,genre_12|genre_38|genre_15,Rock|Experimental|Electronic,1.5005152225494385
Experimental__AlbumInADayVol4__Summer_Breeze,Experimental__AlbumInADayVol4__Summer_Breeze.mp3,Experimental/Experimental__AlbumInADayVol4__Summer_Breeze.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__AlbumInADayVol4__Summer_Breeze.mp3,ok,,380.97,380.97,False,8,15,genre_38,38,Experimental,0.550025224685669,Moderate,8,6,8,False,genre_38,Experimental,0.550025,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.550025|0.377144|0.297178,genre_38|genre_15|genre_12|genre_1235|genre_17,Experimental|Electronic|Rock|Instrumental|Folk,0.550025|0.377144|0.297178|0.218485|0.161308,genre_38|genre_15|genre_12|genre_1235,Experimental|Electronic|Rock|Instrumental,1.6155421733856201
Experimental__ca350_g__sh-dah,Experimental__ca350_g__sh-dah.mp3,Experimental/Experimental__ca350_g__sh-dah.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__ca350_g__sh-dah.mp3,ok,,215.04,215.04,False,8,15,genre_38,38,Experimental,0.5654857158660889,Moderate,8,5,8,False,genre_38,Experimental,0.565486,genre_38|genre_12|genre_15,Experimental|Rock|Electronic,0.565486|0.386602|0.188719,genre_38|genre_12|genre_15|genre_25|genre_1235,Experimental|Rock|Electronic|Punk|Instrumental,0.565486|0.386602|0.188719|0.134257|0.132742,genre_38|genre_12,Experimental|Rock,1.2651398181915283
Experimental__mz001_Mademoi_Selle__Himitsu,Experimental__mz001_Mademoi_Selle__Himitsu.mp3,Experimental/Experimental__mz001_Mademoi_Selle__Himitsu.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__mz001_Mademoi_Selle__Himitsu.mp3,ok,,200.8,200.8,False,8,15,genre_12,12,Rock,0.5199805498123169,Moderate,8,6,8,False,genre_12,Rock,0.519981,genre_12|genre_38|genre_17,Rock|Experimental|Folk,0.519981|0.388473|0.166873,genre_12|genre_38|genre_17|genre_15|genre_25,Rock|Experimental|Folk|Electronic|Punk,0.519981|0.388473|0.166873|0.155412|0.150489,genre_12|genre_38,Rock|Experimental,1.1886131763458252
Experimental__tpd074__08_Grow_Up_Lamestream_Turd_Burglers,Experimental__tpd074__08_Grow_Up_Lamestream_Turd_Burglers.ogg,Experimental/Experimental__tpd074__08_Grow_Up_Lamestream_Turd_Burglers.ogg,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__tpd074__08_Grow_Up_Lamestream_Turd_Burglers.ogg,ok,,641.98,641.98,False,8,15,genre_38,38,Experimental,0.5323439240455627,Moderate,8,5,7,False,genre_38,Experimental,0.532344,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.532344|0.393054|0.239084,genre_38|genre_15|genre_12|genre_21|genre_1235,Experimental|Electronic|Rock|Hip-Hop|Instrumental,0.532344|0.393054|0.239084|0.194557|0.117602,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,2.9758806228637695
Experimental__ca492_ai__Beautiful_Distraction,Experimental__ca492_ai__Beautiful_Distraction.mp3,Experimental/Experimental__ca492_ai__Beautiful_Distraction.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__ca492_ai__Beautiful_Distraction.mp3,ok,,379.54,379.54,False,8,15,genre_38,38,Experimental,0.38570600748062134,Low-to-moderate,8,3,7,True,genre_38,Experimental,0.385706,genre_38|genre_12|genre_17,Experimental|Rock|Folk,0.385706|0.383622|0.333881,genre_38|genre_12|genre_17|genre_10|genre_103,Experimental|Rock|Folk|Pop|Singer-Songwriter,0.385706|0.383622|0.333881|0.225397|0.142418,genre_38|genre_12|genre_17|genre_10,Experimental|Rock|Folk|Pop,1.536266565322876
Experimental__ca300_ca__206_-_Mons_Jacet_-_for_spring,Experimental__ca300_ca__206_-_Mons_Jacet_-_for_spring.mp3,Experimental/Experimental__ca300_ca__206_-_Mons_Jacet_-_for_spring.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__ca300_ca__206_-_Mons_Jacet_-_for_spring.mp3,ok,,415.53,415.53,False,8,15,genre_38,38,Experimental,0.7027393579483032,High,8,8,8,False,genre_38,Experimental,0.702739,genre_38|genre_15|genre_1235,Experimental|Electronic|Instrumental,0.702739|0.426233|0.229293,genre_38|genre_15|genre_1235|genre_107|genre_32,Experimental|Electronic|Instrumental|Ambient|Noise,0.702739|0.426233|0.229293|0.148967|0.144761,genre_38|genre_15|genre_1235,Experimental|Electronic|Instrumental,1.682788610458374
Experimental__csr008__Say_Man,Experimental__csr008__Say_Man.mp3,Experimental/Experimental__csr008__Say_Man.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Experimental\Experimental__csr008__Say_Man.mp3,ok,,562.29,562.29,False,8,15,genre_15,15,Electronic,0.42680564522743225,Low-to-moderate,8,5,8,True,genre_15,Electronic,0.426806,genre_15|genre_38|genre_12,Electronic|Experimental|Rock,0.426806|0.354769|0.343851,genre_15|genre_38|genre_12|genre_21|genre_10,Electronic|Experimental|Rock|Hip-Hop|Pop,0.426806|0.354769|0.343851|0.214013|0.140680,genre_15|genre_38|genre_12|genre_21,Electronic|Experimental|Rock|Hip-Hop,1.9615435600280762
Folk__lbn016Plusplus-gameOver__04_Plusplus_-_Broken_Doors,Folk__lbn016Plusplus-gameOver__04_Plusplus_-_Broken_Doors.mp3,Folk/Folk__lbn016Plusplus-gameOver__04_Plusplus_-_Broken_Doors.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__lbn016Plusplus-gameOver__04_Plusplus_-_Broken_Doors.mp3,ok,,410.03,410.03,False,8,15,genre_38,38,Experimental,0.43463844060897827,Low-to-moderate,8,4,6,True,genre_38,Experimental,0.434638,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.434638|0.411252|0.315153,genre_38|genre_15|genre_12|genre_10|genre_1235,Experimental|Electronic|Rock|Pop|Instrumental,0.434638|0.411252|0.315153|0.233687|0.184757,genre_38|genre_15|genre_12|genre_10,Experimental|Electronic|Rock|Pop,1.627579689025879
Folk__lbn007NickRivera-happySongIsAHappySong__01_ReneeLuise,Folk__lbn007NickRivera-happySongIsAHappySong__01_ReneeLuise.mp3,Folk/Folk__lbn007NickRivera-happySongIsAHappySong__01_ReneeLuise.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__lbn007NickRivera-happySongIsAHappySong__01_ReneeLuise.mp3,ok,,314.07,314.07,False,8,15,genre_38,38,Experimental,0.3689255118370056,Low-to-moderate,8,3,8,True,genre_38,Experimental,0.368926,genre_38|genre_17|genre_12,Experimental|Folk|Rock,0.368926|0.357964|0.332629,genre_38|genre_17|genre_12|genre_10|genre_15,Experimental|Folk|Rock|Pop|Electronic,0.368926|0.357964|0.332629|0.194232|0.165501,genre_38|genre_17|genre_12,Experimental|Folk|Rock,1.6257359981536865
Folk__lbn017OldSplendifolia-utterlyHeartbreaking__Two_Eagles,Folk__lbn017OldSplendifolia-utterlyHeartbreaking__Two_Eagles.mp3,Folk/Folk__lbn017OldSplendifolia-utterlyHeartbreaking__Two_Eagles.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__lbn017OldSplendifolia-utterlyHeartbreaking__Two_Eagles.mp3,ok,,280.14,280.14,False,8,15,genre_38,38,Experimental,0.4627871513366699,Low-to-moderate,8,5,8,True,genre_38,Experimental,0.462787,genre_38|genre_17|genre_12,Experimental|Folk|Rock,0.462787|0.356463|0.287441,genre_38|genre_17|genre_12|genre_27|genre_10,Experimental|Folk|Rock|Lo-Fi|Pop,0.462787|0.356463|0.287441|0.121218|0.119971,genre_38|genre_17|genre_12,Experimental|Folk|Rock,1.256119728088379
Folk__EntertainmentForTheBraindead-Roadkillaaahh.009__Relapse,Folk__EntertainmentForTheBraindead-Roadkillaaahh.009__Relapse.mp3,Folk/Folk__EntertainmentForTheBraindead-Roadkillaaahh.009__Relapse.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__EntertainmentForTheBraindead-Roadkillaaahh.009__Relapse.mp3,ok,,319.06,319.06,False,8,15,genre_38,38,Experimental,0.46904996037483215,Low-to-moderate,8,6,8,True,genre_38,Experimental,0.469050,genre_38|genre_17|genre_12,Experimental|Folk|Rock,0.469050|0.320143|0.257961,genre_38|genre_17|genre_12|genre_10|genre_27,Experimental|Folk|Rock|Pop|Lo-Fi,0.469050|0.320143|0.257961|0.170218|0.144955,genre_38|genre_17|genre_12,Experimental|Folk|Rock,1.3198459148406982
Folk__lclcb05DelgarmaDerAndrafolkWorldChanson__LCLCB05_-_Delgarma_-_Der_Andra_-_05_-_You_can_stay,Folk__lclcb05DelgarmaDerAndrafolkWorldChanson__LCLCB05_-_Delgarma_-_Der_Andra_-_05_-_You_can_stay.mp3,Folk/Folk__lclcb05DelgarmaDerAndrafolkWorldChanson__LCLCB05_-_Delgarma_-_Der_Andra_-_05_-_You_can_stay.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__lclcb05DelgarmaDerAndrafolkWorldChanson__LCLCB05_-_Delgarma_-_Der_Andra_-_05_-_You_can_stay.mp3,ok,,296.8,296.8,False,8,15,genre_12,12,Rock,0.4761585593223572,Low-to-moderate,8,5,8,True,genre_12,Rock,0.476159,genre_12|genre_38|genre_17,Rock|Experimental|Folk,0.476159|0.331182|0.326966,genre_12|genre_38|genre_17|genre_10|genre_15,Rock|Experimental|Folk|Pop|Electronic,0.476159|0.331182|0.326966|0.225911|0.177299,genre_12|genre_38|genre_17|genre_10,Rock|Experimental|Folk|Pop,1.2816367149353027
Folk__pm007__The_Treeplanting_Song,Folk__pm007__The_Treeplanting_Song.mp3,Folk/Folk__pm007__The_Treeplanting_Song.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__pm007__The_Treeplanting_Song.mp3,ok,,314.62,314.62,False,8,15,genre_12,12,Rock,0.4027337431907654,Low-to-moderate,8,5,8,True,genre_12,Rock,0.402734,genre_12|genre_38|genre_17,Rock|Experimental|Folk,0.402734|0.369814|0.252557,genre_12|genre_38|genre_17|genre_10|genre_25,Rock|Experimental|Folk|Pop|Punk,0.402734|0.369814|0.252557|0.158516|0.126932,genre_12|genre_38|genre_17,Rock|Experimental|Folk,1.3126559257507324
Folk__pantoufle_tagada__I_Hope_You_re_Happy_With_Me,Folk__pantoufle_tagada__I_Hope_You_re_Happy_With_Me.mp3,Folk/Folk__pantoufle_tagada__I_Hope_You_re_Happy_With_Me.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__pantoufle_tagada__I_Hope_You_re_Happy_With_Me.mp3,ok,,371.67,371.67,False,8,15,genre_15,15,Electronic,0.6872439384460449,Moderate,8,7,8,False,genre_15,Electronic,0.687244,genre_15|genre_38|genre_21,Electronic|Experimental|Hip-Hop,0.687244|0.316135|0.211836,genre_15|genre_38|genre_21|genre_1235|genre_12,Electronic|Experimental|Hip-Hop|Instrumental|Rock,0.687244|0.316135|0.211836|0.175993|0.175138,genre_15|genre_38|genre_21,Electronic|Experimental|Hip-Hop,1.4424002170562744
Folk__DDW001__02_-_Built_From_Sticks_-_Here_comes_the_circus,Folk__DDW001__02_-_Built_From_Sticks_-_Here_comes_the_circus.flac,Folk/Folk__DDW001__02_-_Built_From_Sticks_-_Here_comes_the_circus.flac,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__DDW001__02_-_Built_From_Sticks_-_Here_comes_the_circus.flac,ok,,184.72,184.72,False,8,15,genre_17,17,Folk,0.5318683981895447,Moderate,7,7,7,False,genre_17,Folk,0.531868,genre_17|genre_12|genre_38,Folk|Rock|Experimental,0.531868|0.339887|0.296202,genre_17|genre_12|genre_38|genre_103|genre_10,Folk|Rock|Experimental|Singer-Songwriter|Pop,0.531868|0.339887|0.296202|0.279894|0.207029,genre_17|genre_12|genre_38|genre_103|genre_10,Folk|Rock|Experimental|Singer-Songwriter|Pop,1.323056936264038
Folk__ca201_meg__My_Orchard_Fire,Folk__ca201_meg__My_Orchard_Fire.mp3,Folk/Folk__ca201_meg__My_Orchard_Fire.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__ca201_meg__My_Orchard_Fire.mp3,ok,,303.07,303.07,False,8,15,genre_17,17,Folk,0.5878394246101379,Moderate,8,8,8,False,genre_17,Folk,0.587839,genre_17|genre_38|genre_103,Folk|Experimental|Singer-Songwriter,0.587839|0.353125|0.349789,genre_17|genre_38|genre_103|genre_12|genre_10,Folk|Experimental|Singer-Songwriter|Rock|Pop,0.587839|0.353125|0.349789|0.274131|0.220476,genre_17|genre_38|genre_103|genre_12|genre_10,Folk|Experimental|Singer-Songwriter|Rock|Pop,1.3315250873565674
Folk__ekleipsi23__system_1,Folk__ekleipsi23__system_1.mp3,Folk/Folk__ekleipsi23__system_1.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Folk\Folk__ekleipsi23__system_1.mp3,ok,,310.8,310.8,False,8,15,genre_38,38,Experimental,0.5555498600006104,Moderate,8,8,8,False,genre_38,Experimental,0.555550,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.555550|0.375378|0.326979,genre_38|genre_15|genre_12|genre_1235|genre_10,Experimental|Electronic|Rock|Instrumental|Pop,0.555550|0.375378|0.326979|0.125454|0.108001,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,1.5111560821533203
Hip-Hop__DWK123__Soul_Key,Hip-Hop__DWK123__Soul_Key.mp3,Hip-Hop/Hip-Hop__DWK123__Soul_Key.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK123__Soul_Key.mp3,ok,,303.73,303.73,False,8,15,genre_21,21,Hip-Hop,0.36682993173599243,Low-to-moderate,7,6,6,True,genre_21,Hip-Hop,0.366830,genre_21|genre_15|genre_38,Hip-Hop|Electronic|Experimental,0.366830|0.301441|0.272362,genre_21|genre_15|genre_38|genre_12|genre_10,Hip-Hop|Electronic|Experimental|Rock|Pop,0.366830|0.301441|0.272362|0.268528|0.193100,genre_21|genre_15|genre_38|genre_12,Hip-Hop|Electronic|Experimental|Rock,1.3495628833770752
Hip-Hop__DWK031__Aydio_-_01_-_Track,Hip-Hop__DWK031__Aydio_-_01_-_Track.mp3,Hip-Hop/Hip-Hop__DWK031__Aydio_-_01_-_Track.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK031__Aydio_-_01_-_Track.mp3,ok,,360.05,360.05,False,8,15,genre_38,38,Experimental,0.554200291633606,Moderate,8,5,8,False,genre_38,Experimental,0.554200,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.554200|0.360061|0.230623,genre_38|genre_15|genre_12|genre_1235|genre_10,Experimental|Electronic|Rock|Instrumental|Pop,0.554200|0.360061|0.230623|0.187353|0.137075,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,1.6940526962280273
Hip-Hop__dystopiaq029__Times_re_Changin,Hip-Hop__dystopiaq029__Times_re_Changin.mp3,Hip-Hop/Hip-Hop__dystopiaq029__Times_re_Changin.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__dystopiaq029__Times_re_Changin.mp3,ok,,297.67,297.67,False,8,15,genre_15,15,Electronic,0.4655654728412628,Low-to-moderate,6,4,7,True,genre_15,Electronic,0.465565,genre_15|genre_38|genre_21,Electronic|Experimental|Hip-Hop,0.465565|0.455540|0.310736,genre_15|genre_38|genre_21|genre_12|genre_10,Electronic|Experimental|Hip-Hop|Rock|Pop,0.465565|0.455540|0.310736|0.227297|0.121818,genre_15|genre_38|genre_21|genre_12,Electronic|Experimental|Hip-Hop|Rock,1.4628937244415283
Hip-Hop__DWK149__Boogieman_Penthouse,Hip-Hop__DWK149__Boogieman_Penthouse.mp3,Hip-Hop/Hip-Hop__DWK149__Boogieman_Penthouse.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK149__Boogieman_Penthouse.mp3,ok,,371.72,371.72,False,8,15,genre_38,38,Experimental,0.44279947876930237,Low-to-moderate,8,4,8,True,genre_38,Experimental,0.442799,genre_38|genre_12|genre_15,Experimental|Rock|Electronic,0.442799|0.346240|0.325672,genre_38|genre_12|genre_15|genre_21|genre_10,Experimental|Rock|Electronic|Hip-Hop|Pop,0.442799|0.346240|0.325672|0.171159|0.166611,genre_38|genre_12|genre_15,Experimental|Rock|Electronic,1.5870766639709473
Hip-Hop__mia049__lifelong_fiction,Hip-Hop__mia049__lifelong_fiction.mp3,Hip-Hop/Hip-Hop__mia049__lifelong_fiction.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__mia049__lifelong_fiction.mp3,ok,,350.64,350.64,False,8,15,genre_38,38,Experimental,0.4915560185909271,Low-to-moderate,8,3,8,True,genre_38,Experimental,0.491556,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.491556|0.407690|0.285413,genre_38|genre_15|genre_12|genre_21|genre_10,Experimental|Electronic|Rock|Hip-Hop|Pop,0.491556|0.407690|0.285413|0.187795|0.149362,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,1.4221000671386719
Hip-Hop__DWK217__Morning_Mist,Hip-Hop__DWK217__Morning_Mist.mp3,Hip-Hop/Hip-Hop__DWK217__Morning_Mist.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK217__Morning_Mist.mp3,ok,,357.88,357.88,False,8,15,genre_12,12,Rock,0.3949604332447052,Low-to-moderate,7,4,8,True,genre_12,Rock,0.394960,genre_12|genre_38|genre_15,Rock|Experimental|Electronic,0.394960|0.373394|0.278279,genre_12|genre_38|genre_15|genre_10|genre_1235,Rock|Experimental|Electronic|Pop|Instrumental,0.394960|0.373394|0.278279|0.180360|0.132960,genre_12|genre_38|genre_15,Rock|Experimental|Electronic,1.6740765571594238
Hip-Hop__DWK301__Soul_Blue_Tango,Hip-Hop__DWK301__Soul_Blue_Tango.mp3,Hip-Hop/Hip-Hop__DWK301__Soul_Blue_Tango.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK301__Soul_Blue_Tango.mp3,ok,,164.85,164.85,False,8,15,genre_38,38,Experimental,0.4414690136909485,Low-to-moderate,8,4,8,True,genre_38,Experimental,0.441469,genre_38|genre_12|genre_15,Experimental|Rock|Electronic,0.441469|0.326082|0.300103,genre_38|genre_12|genre_15|genre_10|genre_21,Experimental|Rock|Electronic|Pop|Hip-Hop,0.441469|0.326082|0.300103|0.206114|0.165927,genre_38|genre_12|genre_15|genre_10,Experimental|Rock|Electronic|Pop,1.096982717514038
Hip-Hop__DWK127__The_Werewolf,Hip-Hop__DWK127__The_Werewolf.mp3,Hip-Hop/Hip-Hop__DWK127__The_Werewolf.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK127__The_Werewolf.mp3,ok,,341.93,341.93,False,8,15,genre_38,38,Experimental,0.443955659866333,Low-to-moderate,8,3,8,True,genre_38,Experimental,0.443956,genre_38|genre_15|genre_21,Experimental|Electronic|Hip-Hop,0.443956|0.401331|0.268374,genre_38|genre_15|genre_21|genre_12|genre_10,Experimental|Electronic|Hip-Hop|Rock|Pop,0.443956|0.401331|0.268374|0.238191|0.102677,genre_38|genre_15|genre_21|genre_12,Experimental|Electronic|Hip-Hop|Rock,1.5314056873321533
Hip-Hop__DWK315__Time2Spare,Hip-Hop__DWK315__Time2Spare.mp3,Hip-Hop/Hip-Hop__DWK315__Time2Spare.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK315__Time2Spare.mp3,ok,,270.0,270.0,False,8,15,genre_38,38,Experimental,0.6206644177436829,Moderate,8,8,8,False,genre_38,Experimental,0.620664,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,0.620664|0.345379|0.257839,genre_38|genre_15|genre_12|genre_1235|genre_1,Experimental|Electronic|Rock|Instrumental|Avant-Garde,0.620664|0.345379|0.257839|0.164095|0.114023,genre_38|genre_15|genre_12,Experimental|Electronic|Rock,1.400841474533081
Hip-Hop__DWK155__Eazy_Livin,Hip-Hop__DWK155__Eazy_Livin.mp3,Hip-Hop/Hip-Hop__DWK155__Eazy_Livin.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Hip-Hop\Hip-Hop__DWK155__Eazy_Livin.mp3,ok,,217.34,217.34,False,8,15,genre_15,15,Electronic,0.5818861126899719,Moderate,8,7,8,False,genre_15,Electronic,0.581886,genre_15|genre_12|genre_21,Electronic|Rock|Hip-Hop,0.581886|0.259668|0.252988,genre_15|genre_12|genre_21|genre_10|genre_1235,Electronic|Rock|Hip-Hop|Pop|Instrumental,0.581886|0.259668|0.252988|0.249246|0.180310,genre_15|genre_12|genre_21|genre_10,Electronic|Rock|Hip-Hop|Pop,1.335768461227417
Pop__WkBw0034__01_-_Monochromatic_-_Immobility,Pop__WkBw0034__01_-_Monochromatic_-_Immobility.mp3,Pop/Pop__WkBw0034__01_-_Monochromatic_-_Immobility.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Pop\Pop__WkBw0034__01_-_Monochromatic_-_Immobility.mp3,ok,,336.64,336.64,False,8,15,genre_15,15,Electronic,0.424460768699646,Low-to-moderate,7,5,7,True,genre_15,Electronic,0.424461,genre_15|genre_38|genre_21,Electronic|Experimental|Hip-Hop,0.424461|0.337068|0.308017,genre_15|genre_38|genre_21|genre_12|genre_10,Electronic|Experimental|Hip-Hop|Rock|Pop,0.424461|0.337068|0.308017|0.257733|0.177407,genre_15|genre_38|genre_21|genre_12,Electronic|Experimental|Hip-Hop|Rock,1.4119820594787598
Pop__BSOG0008__05_-_Doing_Time,Pop__BSOG0008__05_-_Doing_Time.mp3,Pop/Pop__BSOG0008__05_-_Doing_Time.mp3,E:\SCHOOL\Masters\Capstone_FMA_Project\data\external_audio_batch\Pop\Pop__BSOG0008__05_-_Doing_Time.mp3,ok,,318.14,318.14,False,8,15,genre_38,38,Experimental,0.5044735074043274,Moderate,8,6,8,False,genre_38,Experimental,0.504474,genre_38|genre_12|genre_15,Experimental|Rock|Electronic,0.504474|0.354794|0.261764,genre_38|genre_12|genre_15|genre_10|genre_1235,Experimental|Rock|Electronic|Pop|Instrumental,0.504474|0.354794|0.261764|0.145051|0.137408,genre_38|genre_12|genre_15,Experimental|Rock|Electronic,1.4329335689544678
